"","mu1","mu2","mu3","mu4","mu5","mu6","sigmasqu1","sigmasqu2","sigmasqu3","sigmasqu4","sigmasqu5","sigmasqu6","tau1","tau2","tau3","tau4","tau5","W1","W2","W3","W4","W5","W6","muGrid1","muGrid2","muGrid3","muGrid4","muGrid5","muGrid6","sigmasquGrid1","sigmasquGrid2","sigmasquGrid3","sigmasquGrid4","sigmasquGrid5","sigmasquGrid6","WGrid1","WGrid2","WGrid3","WGrid4","WGrid5","WGrid6"
"1",9.51790427506593,29.5671058127062,19.5690359040526,23.2587795734474,20.0749973092811,20.5513914052482,0.334577114933121,5.77740010819277,1.49134737361626,2.14734410666171,1.04341551633067,2.10858168283691,0.0764106666209897,0.042057985729827,0.0857028636623691,0.485644695516851,0.0596353705630534,1.00000000009372,2.00000000097119,6.00000483075241,6.03930515332914,6.00000465700016,6.00008117506809,-50.2797017973573,-50.2797017973573,-50.2797017973573,-50.2797017973573,-50.2797017973573,-50.2797017973573,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,2,2,2,2,2,2
"2",9.83018341584979,34.5948019667037,20.05147829497,22.1561315778586,23.1569931536673,20.1563013889588,1.31499912475721,10.6041305109523,0.658326602143821,11.5823036894202,2.15890797323034,1.42059397097314,0.0707851321233551,0.0296032724001391,0.0829635759288156,0.326148792951612,0.161701121194471,1.00000000011604,2,6.00000158731472,2.44977539165115,6.03080330981645,6.00001213630381,-48.5687330634327,-48.5687330634327,-48.5687330634327,-48.5687330634327,-48.5687330634327,-48.5687330634327,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,2,2,2,2,2,2
"3",9.05808124263968,24.446931226246,21.3103134136496,22.4345965520955,22.9371426088677,19.8934931260189,0.402284782275968,0.386974740157022,2.32403412590728,0.535839518316097,27.2046428838719,0.290836978524712,0.0730916547599764,0.0409822109267111,0.063965971287403,0.227270053402278,0.258502648038221,1.00000000011712,6.06634123474592,6.00050413162381,6.00027585005027,2.00257832859838,6.0000003043344,-46.8577643295081,-46.8577643295081,-46.8577643295081,-46.8577643295081,-46.8577643295081,-46.8577643295081,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,2,2,2,2,2,2
"4",10.3140091438112,24.6686900682753,21.4771836168721,22.9140406837874,26.4550971978306,19.9946914324552,0.301035179579274,0.290419948672455,1.83589975539476,0.887939495144365,40.572522481476,0.435767615239782,0.0644242136225755,0.0534153381529785,0.0542275452999774,0.334832602805679,0.167100508549946,1.00000001865213,6.10962429427575,6.00036336109799,6.00225381012519,2.00000004068278,6.0000006687911,-45.1467955955835,-45.1467955955835,-45.1467955955835,-45.1467955955835,-45.1467955955835,-45.1467955955835,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,2,2,2,2,2,2
"5",9.17579004001409,25.0774297439758,22.8319296573136,22.5960546781396,28.2443577694501,20.0368310208498,1.63166714967911,1.22971900639143,0.497570536452412,2.25363787796237,24.1795098202301,0.950245818608343,0.070312353856631,0.0236290675849724,0.0350480809578136,0.380255972860078,0.146066172406165,1.00000000003095,2.29394439007221,6.00072988564455,6.00857280033327,2.00000000124221,6.00000345264868,-43.4358268616589,-43.4358268616589,-43.4358268616589,-43.4358268616589,-43.4358268616589,-43.4358268616589,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,2,2,2,2,2,2
"6",9.2644776018,37.0224551484057,12.6492632156845,23.4448312800971,19.6560651382776,20.0239609891768,1.15356455257015,23.034446199378,2.61398546589254,1.23849692879842,8.29195441933104,1.47598350092386,0.107625598934971,0.0285667751731839,0.025447442694017,0.308249561509379,0.127603411514185,1.00000000003418,2,6.00000020222862,6.01813196426345,6.00327136389671,6.00001054755906,-41.7248581277343,-41.7248581277343,-41.7248581277343,-41.7248581277343,-41.7248581277343,-41.7248581277343,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,2,2,2,2,2,2
"7",9.92117358452901,3.44446969189291,16.8656578871754,22.4400856435758,24.4336010807398,19.5663919986774,0.224594406549754,0.536215888472522,1.07727663000992,3.36676682888299,9.56728251691291,0.183392943361317,0.0946252776936102,0.00472544283252435,0.0540333108758007,0.500358376226073,0.15239907241023,1.00000000070405,6.00002031343787,6.00000004311411,6.01950129765846,2.00790577673172,6.00000009550785,-40.0138893938097,-40.0138893938097,-40.0138893938097,-40.0138893938097,-40.0138893938097,-40.0138893938097,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,2,2,2,2,2,2
"8",9.93679101899712,38.9336290599149,14.7019327002362,22.3340574042024,4.89475403778523,19.6821385904959,0.627711300373646,5.21013580215722,5.91228671722216,2.62091323877809,2.34747722430611,0.495784711016246,0.102117539313626,0.0313041078295237,0.0255954592003137,0.536022107865878,0.00161675414771758,1.00000000036889,2,6.00001029234433,6.00707684110583,6.00141269210024,6.0000004488233,-38.3029206598852,-38.3029206598852,-38.3029206598852,-38.3029206598852,-38.3029206598852,-38.3029206598852,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,2,2,2,2,2,2
"9",10.0981316832915,10.8855388303302,23.4348366804598,20.8165803257472,22.9864300132745,19.7661458620724,0.433768377509654,5.79183058442833,28.3530114162609,4.03535538832555,1.99026145754278,0.573669975766356,0.0641785359552575,0.00206043449335967,0.100580771300958,0.370859226387273,0.19129374258341,1.00000000167341,1.00001382152553,2.00069941291155,6.00119218093336,6.0162140262996,6.00000069269785,-36.5919519259606,-36.5919519259606,-36.5919519259606,-36.5919519259606,-36.5919519259606,-36.5919519259606,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,2,2,2,2,2,2
"10",9.05049213105661,22.3975910988829,10.0084755334572,22.6737687723848,22.8061436639086,19.8199913102836,2.09706530016404,0.950412299423102,2.26938132711431,1.37895523079498,26.9257663570534,0.862047979239409,0.0971117215391476,0.00418746934360125,0.00813255283576826,0.338361138677436,0.193179808061896,1.00000000003704,6.0006663097179,1.00000000027355,6.00298812425846,2.00358585623953,6.00000182087633,-34.880983192036,-34.880983192036,-34.880983192036,-34.880983192036,-34.880983192036,-34.880983192036,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,0.0421902310287124,2,2,2,2,2,2
