"","mu1","mu2","mu3","mu4","mu5","sigmasqu1","sigmasqu2","sigmasqu3","sigmasqu4","sigmasqu5","tau1","tau2","tau3","tau4","W1","W2","W3","W4","W5","muGrid1","muGrid2","muGrid3","muGrid4","muGrid5","sigmasquGrid1","sigmasquGrid2","sigmasquGrid3","sigmasquGrid4","sigmasquGrid5","WGrid1","WGrid2","WGrid3","WGrid4","WGrid5"
"1",22.9867880280815,9.73749047785975,25.5866221732333,22.8133113547832,19.4661870440354,1.12150950160251,0.466866520870782,11.8646191244184,1.10506564171355,0.605820129988157,0.283344484470241,0.102432577807989,0.288751280061675,0.0149776590470734,1.38363159380619,2.00751051160177,4.3798088914176,1.4674805985236,5.00000000061178,-64.5340349749671,-64.5340349749671,-64.5340349749671,-64.5340349749671,-64.5340349749671,0.0221462237453237,0.0221462237453237,0.0221462237453237,0.0221462237453237,0.0221462237453237,5,5,5,5,5
"2",23.659736047052,9.71121405643985,22.4461042863774,22.7785216782516,20.077014567371,0.991598324876021,0.53789937280502,17.1530788519625,1.45461188336432,0.601211562635038,0.342215235847949,0.111473013063607,0.154185365664655,0.016707706191542,1.49209442475376,2.00759756585142,1.01186123245355,1.14294134002711,5.00000000399705,-62.819714579994,-62.819714579994,-62.819714579994,-62.819714579994,-62.819714579994,0.0221462237453237,0.0221462237453237,0.0221462237453237,0.0221462237453237,0.0221462237453237,5,5,5,5,5
"3",22.5714619616635,9.96115943085955,24.4994761438244,23.0208667168129,19.8028082584497,0.40154177154713,0.285861983716588,1.18753882643887,19.9700984052691,0.454912704730763,0.314074784705556,0.0603289556698379,0.0974373318379204,0.081870704620623,5.00004783282243,2.01088284608195,5.3056203142341,1.34342759135041,5.00000000093416,-61.1053941850209,-61.1053941850209,-61.1053941850209,-61.1053941850209,-61.1053941850209,0.0221462237453237,0.0221462237453237,0.0221462237453237,0.0221462237453237,0.0221462237453237,5,5,5,5,5
"4",22.6012250713878,9.9495386095921,23.8595513386907,26.7149128908002,20.0095822045584,0.772095299669887,0.224818423030082,0.652987385494618,15.9014582793857,0.968726796338473,0.238558882299699,0.0509943307853736,0.0592617206909309,0.15384706711461,5.04002930417805,2.01101376567256,5.0837200869001,4.05221452068956,5.00000003615045,-59.3910737900478,-59.3910737900478,-59.3910737900478,-59.3910737900478,-59.3910737900478,0.0221462237453237,0.0221462237453237,0.0221462237453237,0.0221462237453237,0.0221462237453237,5,5,5,5,5
"5",23.0492149069312,9.59911856583355,25.7137604102578,26.4919783587118,20.0603710979174,0.800963814703053,0.562785608638648,15.3848324292628,0.867425952428146,0.915327726891576,0.301089322739757,0.0952762224592188,0.166943123109865,0.0185408747727784,5.14763654811151,2.00775694305217,4.2034087718272,5.03197231393284,5.00000002912386,-57.6767533950747,-57.6767533950747,-57.6767533950747,-57.6767533950747,-57.6767533950747,0.0221462237453237,0.0221462237453237,0.0221462237453237,0.0221462237453237,0.0221462237453237,5,5,5,5,5
"6",22.9011915079374,9.58027344019571,25.3370834292041,20.177168898878,19.8312999410206,1.21379777916612,0.30127611141308,37.9242479435595,1.14763118896679,0.451536958492382,0.316383248779268,0.0541132369057174,0.221666749074928,0.0189600258543535,1.29675093931108,2.00762769869126,4.03487976270053,5.00000135207581,5.00000000100466,-55.9624330001016,-55.9624330001016,-55.9624330001016,-55.9624330001016,-55.9624330001016,0.0221462237453237,0.0221462237453237,0.0221462237453237,0.0221462237453237,0.0221462237453237,5,5,5,5,5
"7",20.6625031207796,9.6738560304586,24.4064499361022,37.3742275047448,19.668799155774,3.0592703244804,1.68973078208536,1.41746389918339,7.24864357328066,1.42518790044713,0.619539771579574,0.142295355156047,0.173325244102762,0.04962332658537,1.44778268126986,2.01411666472575,5.45823901302939,4.00544116711328,5.00000021180549,-54.2481126051285,-54.2481126051285,-54.2481126051285,-54.2481126051285,-54.2481126051285,0.0221462237453237,0.0221462237453237,0.0221462237453237,0.0221462237453237,0.0221462237453237,5,5,5,5,5
"8",22.3197674315725,9.38399475981955,19.303301579502,26.4046033136289,19.8243364801979,3.87393086479138,0.434946652161699,1.72609388761946,89.2798262350363,0.646824648302281,0.478915044656495,0.0454527301328538,0.0352412289049718,0.11823249167405,1.00350476218557,2.01070888398023,5.00000007329142,4.00061296790943,5.00000000216457,-52.5337922101554,-52.5337922101554,-52.5337922101554,-52.5337922101554,-52.5337922101554,0.0221462237453237,0.0221462237453237,0.0221462237453237,0.0221462237453237,0.0221462237453237,5,5,5,5,5
"9",22.4386195559865,9.56534855546789,23.4144129970547,22.6506013864749,19.8853636593427,1.87652169486443,0.598817621757999,2.65511915813997,21.9831937002846,0.612810818350141,0.283194015080198,0.0720407742497419,0.113835874510559,0.16576485294133,1.05825012078487,2.0080883284419,1.02625474772374,1.09559394115779,5.00000000231116,-50.8194718151823,-50.8194718151823,-50.8194718151823,-50.8194718151823,-50.8194718151823,0.0221462237453237,0.0221462237453237,0.0221462237453237,0.0221462237453237,0.0221462237453237,5,5,5,5,5
"10",22.1764846684631,9.6084661523038,23.4879346475989,24.5804610868175,19.9629363644773,2.05197786090588,0.622915292801844,23.4823005024159,2.46492651520796,0.690512311378016,0.202088726069599,0.103036424051358,0.136801865046662,0.076112539135318,1.05483287593533,2.00792462789011,5.22755238733443,5.32440210112658,5.00000000391175,-49.1051514202092,-49.1051514202092,-49.1051514202092,-49.1051514202092,-49.1051514202092,0.0221462237453237,0.0221462237453237,0.0221462237453237,0.0221462237453237,0.0221462237453237,5,5,5,5,5
