"","mu1","mu2","sigmasqu1","sigmasqu2","tau1","W1","W2","muGrid1","muGrid2","sigmasquGrid1","sigmasquGrid2","WGrid1","WGrid2"
"1",21.4612920495087,21.6841107187604,2.89832653250811,81.7339676155722,0.757192968742806,1,2,9.92050583892884,9.92050583892884,1.7160055103467,1.7160055103467,2,2
"2",21.7061638701361,22.2534460967804,3.7029152392478,46.7539329927243,0.653867903968262,1,2,10.1172578797006,10.1172578797006,1.7160055103467,1.7160055103467,2,2
"3",21.7099444496789,21.7550988604328,3.53862672074527,56.344009885148,0.659322923188167,1,2,10.3140099204724,10.3140099204724,1.7160055103467,1.7160055103467,2,2
"4",20.9767911920784,22.0315063060828,4.74301811062111,46.486862186956,0.746663562977932,1.00000000000013,2,10.5107619612443,10.5107619612443,1.7160055103467,1.7160055103467,2,2
"5",21.3070806535401,16.8443057674918,2.53051594738,59.4032298760793,0.662507819373909,1,2,10.7075140020161,10.7075140020161,1.7160055103467,1.7160055103467,2,2
"6",21.1981393363959,19.7840737664627,3.36161906010279,100.044103895874,0.812894385960058,1,2,10.9042660427879,10.9042660427879,1.7160055103467,1.7160055103467,2,2
"7",20.9675644384957,19.6621128609525,5.84616467257404,45.9697607064947,0.810952742268393,1.00000000003776,2,11.1010180835597,11.1010180835597,1.7160055103467,1.7160055103467,2,2
"8",21.5197093390268,19.410124133179,2.88689611261456,49.814323872638,0.566701286852822,1,2,11.2977701243315,11.2977701243315,1.7160055103467,1.7160055103467,2,2
"9",21.6912703569332,19.6283082886474,4.41742924396207,39.883503978124,0.669937558455426,1.00000000000001,2,11.4945221651033,11.4945221651033,1.7160055103467,1.7160055103467,2,2
"10",21.4490041878586,16.8590877624389,4.07780265957144,49.9228620806145,0.822428816475117,1,2,11.6912742058751,11.6912742058751,1.7160055103467,1.7160055103467,2,2
"11",21.6150981720405,20.6768005159489,5.00913132118939,81.064778260888,0.821265407852182,1.00000000000022,2,11.8880262466469,11.8880262466469,1.7160055103467,1.7160055103467,2,2
"12",21.1366206968455,17.8175275689316,3.48144373375549,50.7392166103178,0.619219918464162,1,2,12.0847782874187,12.0847782874187,1.7160055103467,1.7160055103467,2,2
"13",21.6850534774523,18.8776127892986,4.12606192108673,33.5412038285328,0.829755194635344,1,2,12.2815303281905,12.2815303281905,1.7160055103467,1.7160055103467,2,2
"14",21.6165588063565,17.1207590031341,4.37031425715797,86.8610873081818,0.754484723539068,1.00000000000001,2,12.4782823689623,12.4782823689623,1.7160055103467,1.7160055103467,2,2
"15",21.1091381040765,20.3783130851973,3.50209567324204,71.1302217104176,0.702805454504578,1,2,12.6750344097341,12.6750344097341,1.7160055103467,1.7160055103467,2,2
"16",21.8305314605286,19.8033636933227,3.57833533708241,44.1075880292873,0.739289449916933,1,2,12.8717864505059,12.8717864505059,1.7160055103467,1.7160055103467,2,2
"17",20.8831717731128,18.2643229921094,4.18576958933554,69.1616640399408,0.848559254553301,1.00000000000001,2,13.0685384912777,13.0685384912777,1.7160055103467,1.7160055103467,2,2
"18",21.1758839873201,17.041027155737,3.65231815595665,43.1948504592073,0.713564516010615,1,2,13.2652905320495,13.2652905320495,1.7160055103467,1.7160055103467,2,2
"19",21.6924721872511,17.946156737347,4.33966172326193,34.2719059358984,0.721237860625803,1.00000000000001,2,13.4620425728213,13.4620425728213,1.7160055103467,1.7160055103467,2,2
"20",21.210812903977,20.7320551992677,4.46560054691232,75.7616339781808,0.726229277068621,1.00000000000001,2,13.6587946135931,13.6587946135931,1.7160055103467,1.7160055103467,2,2
"21",21.0000550211303,18.6113196764691,4.52223547482784,66.2993324655938,0.714485845617738,1.00000000000003,2,13.8555466543649,13.8555466543649,1.7160055103467,1.7160055103467,2,2
"22",20.9335897567916,21.9378295851958,3.24887365180079,49.4760089653956,0.675048905286472,1,2,14.0522986951367,14.0522986951367,1.7160055103467,1.7160055103467,2,2
"23",21.2959454488405,17.7790121796253,4.41034953985395,68.6035524163868,0.786195320475443,1.00000000000001,2,14.2490507359085,14.2490507359085,1.7160055103467,1.7160055103467,2,2
"24",21.0625062087747,18.2798347151484,3.56544504672712,55.3781392524334,0.778865244494208,1,2,14.4458027766803,14.4458027766803,1.7160055103467,1.7160055103467,2,2
"25",21.449605459286,19.5958043966697,3.52001843042527,43.1741206851109,0.599838972013493,1,2,14.6425548174521,14.6425548174521,1.7160055103467,1.7160055103467,2,2
"26",20.8570609604274,19.5804753615314,3.85696838664708,66.39439419841,0.814639837203102,1,2,14.8393068582239,14.8393068582239,1.7160055103467,1.7160055103467,2,2
"27",21.0387370568434,18.7898408421265,3.44585059494533,60.4705590001753,0.67908391555784,1,2,15.0360588989957,15.0360588989957,1.7160055103467,1.7160055103467,2,2
"28",21.9864425640982,17.0758973830494,4.61543513502619,68.3540322086585,0.787856640295503,1.00000000000013,2,15.2328109397675,15.2328109397675,1.7160055103467,1.7160055103467,2,2
"29",22.0386563960014,17.8822114571231,4.41367709375057,46.9908822719308,0.805046839569714,1.00000000000006,2,15.4295629805393,15.4295629805393,1.7160055103467,1.7160055103467,2,2
"30",21.3074778971102,18.6896290575997,3.98941859461202,48.1403649768639,0.702297106323427,1,2,15.6263150213111,15.6263150213111,1.7160055103467,1.7160055103467,2,2
"31",21.4669554183918,19.4589169409047,3.77672351006248,54.4550393291469,0.810604667503632,1,2,15.8230670620829,15.8230670620829,1.7160055103467,1.7160055103467,2,2
"32",21.3691527979273,14.983712390751,4.05055449308102,68.9797795186852,0.816612211738461,1,2,16.0198191028547,16.0198191028547,1.7160055103467,1.7160055103467,2,2
