"","mu1","mu2","mu3","sigmasqu1","sigmasqu2","sigmasqu3","tau1","tau2","W1","W2","W3","muGrid1","muGrid2","muGrid3","sigmasquGrid1","sigmasquGrid2","sigmasquGrid3","WGrid1","WGrid2","WGrid3"
"1",21.6790644880166,9.90855179433171,34.0915423623667,4.62026507428133,0.801560320077733,1.9129058483533,0.841816383310607,0.108150246533756,1,2,3,7.3097441719483,7.3097441719483,7.3097441719483,0.0804919624256923,0.0804919624256923,0.0804919624256923,2,2,2
"2",21.0925603272822,9.8642916599636,33.0636488273359,4.47345483352501,0.450567281446631,0.857506370079724,0.858166642084764,0.112549791200371,1,2,3,7.6295560411584,7.6295560411584,7.6295560411584,0.0804919624256923,0.0804919624256923,0.0804919624256923,2,2,2
"3",21.1957337154208,9.81101907175489,32.8116951245147,4.14691698824267,0.650409898393127,0.651002341236423,0.831101422448764,0.13462597109422,1,2,3,7.9493679103685,7.9493679103685,7.9493679103685,0.0804919624256923,0.0804919624256923,0.0804919624256923,2,2,2
"4",21.6285960093393,9.20735066816155,32.4883272515496,5.21062491793083,0.450819464281031,1.89298930823925,0.871891235238073,0.0665768914940504,1,2,3,8.26917977957859,8.26917977957859,8.26917977957859,0.0804919624256923,0.0804919624256923,0.0804919624256923,2,2,2
"5",21.3355270204278,10.2045525836793,33.8709039834005,4.1185418541497,0.467340484259998,0.932865933935585,0.847267860135537,0.133521304721188,1,2,3,8.58899164878869,8.58899164878869,8.58899164878869,0.0804919624256923,0.0804919624256923,0.0804919624256923,2,2,2
"6",21.3880427254047,9.683322382934,32.1344957067138,5.02814677935001,0.346679292360068,0.970455739919165,0.891506496877077,0.0736264484645871,1,2,3,8.90880351799879,8.90880351799879,8.90880351799879,0.0804919624256923,0.0804919624256923,0.0804919624256923,2,2,2
"7",21.407288771293,9.51236498175285,32.4226968519188,4.35850838239666,1.42688193472759,1.8366401530591,0.820657102595253,0.116898825605502,1,2,3,9.22861538720889,9.22861538720889,9.22861538720889,0.0804919624256923,0.0804919624256923,0.0804919624256923,2,2,2
"8",21.48944804213,9.87294513963919,33.943485648088,3.6431948907429,0.955411449123379,2.67479290810289,0.807948758172809,0.14697151839155,1,2,3,9.54842725641898,9.54842725641898,9.54842725641898,0.0804919624256923,0.0804919624256923,0.0804919624256923,2,2,2
"9",21.4001058199347,9.236245955753,33.0775459000797,4.77136071916312,0.690717102533727,0.923838834469795,0.815176496455388,0.134735065147127,1,2,3,9.86823912562908,9.86823912562908,9.86823912562908,0.0804919624256923,0.0804919624256923,0.0804919624256923,2,2,2
"10",21.6170785866527,8.93260313901668,33.2816130768164,4.0644072823122,0.694556402527961,1.29562106749044,0.821597003020193,0.101874053069542,1,2,3,10.1880509948392,10.1880509948392,10.1880509948392,0.0804919624256923,0.0804919624256923,0.0804919624256923,2,2,2
"11",21.8514820447527,9.56502495002027,33.0277856191819,5.35625242678591,0.956238831798837,0.975870384855275,0.871935927377342,0.0993346239460656,1.00000000000005,2,3,10.5078628640493,10.5078628640493,10.5078628640493,0.0804919624256923,0.0804919624256923,0.0804919624256923,2,2,2
"12",21.0085683590971,10.0152819378926,31.5021781658034,4.23872713503611,0.684457802001879,3.62459923361157,0.82901929747884,0.0849220477221966,1,2,3,10.8276747332594,10.8276747332594,10.8276747332594,0.0804919624256923,0.0804919624256923,0.0804919624256923,2,2,2
"13",21.7605838017817,9.74729042386571,32.7353471285649,5.96032762968223,1.1487091822369,2.32084118561118,0.812938721921195,0.0986462682112886,1.00000000000004,2,3,11.1474866024695,11.1474866024695,11.1474866024695,0.0804919624256923,0.0804919624256923,0.0804919624256923,2,2,2
"14",21.1992911114551,10.0776115602535,32.2474220378167,4.01306453114974,1.40605410370451,1.20696269116379,0.911660467135057,0.0673796368382543,1,2,3,11.4672984716796,11.4672984716796,11.4672984716796,0.0804919624256923,0.0804919624256923,0.0804919624256923,2,2,2
"15",21.6107420847661,9.47852997003966,32.6019890676329,6.31362198248812,0.396034285729448,2.17321282979561,0.852685373523315,0.0741637865605653,1.00000000000002,2,3,11.7871103408897,11.7871103408897,11.7871103408897,0.0804919624256923,0.0804919624256923,0.0804919624256923,2,2,2
"16",21.6556994817869,9.4144476481746,32.9341910787258,6.42325804899935,0.378135831008958,2.68316184564678,0.851224450518275,0.0817876295057911,1.00000000000004,2,3,12.1069222100998,12.1069222100998,12.1069222100998,0.0804919624256923,0.0804919624256923,0.0804919624256923,2,2,2
"17",21.6343056433297,9.46854045361443,34.0162207147095,6.34740351494945,0.399759732234043,2.94216890686925,0.848365821819992,0.0853790861300616,1.00000000000003,2,3,12.4267340793099,12.4267340793099,12.4267340793099,0.0804919624256923,0.0804919624256923,0.0804919624256923,2,2,2
"18",21.4687108270778,9.92596188919294,32.8610825670488,6.51302880975949,0.248908267996322,0.317137321895428,0.810968300808429,0.143197563296202,1.00000000000001,2,3,12.74654594852,12.74654594852,12.74654594852,0.0804919624256923,0.0804919624256923,0.0804919624256923,2,2,2
"19",21.3306860688032,9.58654099508896,34.1830801196247,5.35198049283086,1.15332590125573,5.00284503258148,0.901510994206335,0.0803559990703562,1,2,3,13.0663578177301,13.0663578177301,13.0663578177301,0.0804919624256923,0.0804919624256923,0.0804919624256923,2,2,2
"20",21.4364396170226,9.97481444306681,34.7194473643256,4.08130906706274,0.545055313826575,1.77860404415856,0.796433981985107,0.109218122446489,1,2,3,13.3861696869402,13.3861696869402,13.3861696869402,0.0804919624256923,0.0804919624256923,0.0804919624256923,2,2,2
"21",21.6726307702238,10.1349074597228,31.5615953011812,4.45140282364818,0.78065147852782,0.886320173017684,0.818999707284755,0.134172420952925,1,2,3,13.7059815561503,13.7059815561503,13.7059815561503,0.0804919624256923,0.0804919624256923,0.0804919624256923,2,2,2
"22",21.6884577337011,9.92325907466793,34.522820797433,4.339766443985,1.1354700040134,2.32010945322795,0.853105544440052,0.101970326557375,1,2,3,14.0257934253603,14.0257934253603,14.0257934253603,0.0804919624256923,0.0804919624256923,0.0804919624256923,2,2,2
